text,sentiment,cleaned_text,label
"Quit ""banning"" stupid memes and actually get the perverts. Not me a mom sharing a funny ha ha that another mom has shared. A year later y'all at it again 😡",0,quit banning stupid memes and actually get the perverts not me a mom sharing a funny ha ha that another mom has shared a year later yall at it again,1
love Facebook,0,love facebook,1
Cannot find my Facebook page 😒,0,cannot find my facebook page,1
"I live in a world of free speech, and freedom of expression, this app is created by a communist robot, I use it to make you snowflakes melt",0,i live in a world of free speech and freedom of expression this app is created by a communist robot i use it to make you snowflakes melt,1
"I was recently hacked, and they shut my account down I can no longer log back in. I had to create a whole new FB account. They didn't even give me a chance to prove it was actually me trying to log back in. They didn't help me at all or let me explain what happened.",0,i was recently hacked and they shut my account down i can no longer log back in i had to create a whole new fb account they didnt even give me a chance to prove it was actually me trying to log back in they didnt help me at all or let me explain what happened,1
"Why is it when your IG account gets disabled, you lose access to facebook when connected. You should both HAVE a LIVE SUPPORT. You SUCK at this.",0,why is it when your ig account gets disabled you lose access to facebook when connected you should both have a live support you suck at this,1
Fine,0,fine,1
"After you pass threw Fraud ,but you have vindictive family members or scammers or people clandestine that you have Blocked!! ,have the ability to turn in false reports to face book even thoe that person is blocked face book with two or more complaints of blocked people giving false reports to destroy your Professional face book & respectability also as soon as was blocked three mins later go s to your property after being blocked with live in boyfriend and gos threw back door of 7750 residence",0,after you pass threw fraud but you have vindictive family members or scammers or people clandestine that you have blocked have the ability to turn in false reports to face book even thoe that person is blocked face book with two or more complaints of blocked people giving false reports to destroy your professional face book respectability also as soon as was blocked three mins later go s to your property after being blocked with live in boyfriend and gos threw back door of 7750 residence,1
"Facebook, can you make it a default process to show all comments when clicking on a post. Instead of having to constantly change most relevant to all comments!",0,facebook can you make it a default process to show all comments when clicking on a post instead of having to constantly change most relevant to all comments,1
"Rotten, they disabled my account for no reason",0,rotten they disabled my account for no reason,1
Vikram Vikram Vikram Vikram Vikram Hgfjk,0,vikram vikram vikram vikram vikram hgfjk,1
"Kesha was the first , but",0,kesha was the first but,1
Worst news feed,0,worst news feed,1
Imamuideen,0,imamuideen,1
Logs you out bucks bucks good luck. And if you post a ohoto or a book that some one else posted. Well off to fb jail. Theie has to be a better app or so social app. So done with this exploitive privacy violation application. My space was better. Blue sky must expand against zucks monopoly of instagram fb and what's app.,0,logs you out bucks bucks good luck and if you post a ohoto or a book that some one else posted well off to fb jail theie has to be a better app or so social app so done with this exploitive privacy violation application my space was better blue sky must expand against zucks monopoly of instagram fb and whats app,1
I have to update this app every time I open it. Facebook sucks. The only reason people use it is for the network effect (everyone is on it),0,i have to update this app every time i open it facebook sucks the only reason people use it is for the network effect everyone is on it,1
"I don't like new the avatar update. Please add a way to revert back the avatars to the original version. Thank you, and God bless.",0,i dont like new the avatar update please add a way to revert back the avatars to the original version thank you and god bless,1
Teri ma ki jai hoke,0,teri ma ki jai hoke,1
for Time pass in free time,0,for time pass in free time,1
Good app,0,good app,1
I can't unistall this app from device😡🤬,0,i cant unistall this app from device,1
eees,0,eees,1
Its a left wing ship show in here!,0,its a left wing ship show in here,1
Good app,0,good app,1
Disgusting,0,disgusting,1
Issue refreshing page and sometimes I can't see that I've liked a post on a friend's account. Please fix. This has been going on for quite sometimes and I do keep up on my app updates Frustrating!,0,issue refreshing page and sometimes i cant see that ive liked a post on a friends account please fix this has been going on for quite sometimes and i do keep up on my app updates frustrating,1
good,0,good,1
Md Sajid,0,md sajid,1
តុ ហ បិ,0,ត ហ ប,1
"poor connection and poor of knowledge about educational some people post nudedility on there time line I hope you take the action with that some of them using that in a live in front of publice ,most of watch are teenager hope you can change your policy about that",0,poor connection and poor of knowledge about educational some people post nudedility on there time line i hope you take the action with that some of them using that in a live in front of publice most of watch are teenager hope you can change your policy about that,1
Happy 😊,0,happy,1
HELLO 👋 FACEBOOK TEAM. MY BAS TEAK FACEBOOK PAGE. PLEASE HELP ME.,0,hello facebook team my bas teak facebook page please help me,1
iniwan niyako,0,iniwan niyako,1
Aacha hai,0,aacha hai,1
"Facebook is a joke! The people that run the platform are highly tyrannical by nature, and they all forget to learn from history about the dangers of those pretending their have the ""truth"". hey, alteast Hilter would be proud of FB and Mark!",0,facebook is a joke the people that run the platform are highly tyrannical by nature and they all forget to learn from history about the dangers of those pretending their have the truth hey alteast hilter would be proud of fb and mark,1
It never let me in the app,0,it never let me in the app,1
very good Facebook app,0,very good facebook app,1
thank,0,thank,1
Good,0,good,1
Facebook doesn't appdatein my device what's the solution,0,facebook doesnt appdatein my device whats the solution,1
"please fix the friends feed, it rarely loads their posts, most times it'll only show an ad",0,please fix the friends feed it rarely loads their posts most times itll only show an ad,1
সুন্দর,0,সনদর,1
Najamuddin,0,najamuddin,1
The pop outs bother me a lot. The fact that I can't send friend requests bothers me and the people are very bad role models. It sucks that there are no regulations being followed.,0,the pop outs bother me a lot the fact that i cant send friend requests bothers me and the people are very bad role models it sucks that there are no regulations being followed,1
Very bad,0,very bad,1
"The censorship on Fb is unreal. Also, messanger should be included in the initial app. It's ridiculous to have to download an entirely different app that takes up even more storage just to message someone. If I could give .25 of a star, I would.",0,the censorship on fb is unreal also messanger should be included in the initial app its ridiculous to have to download an entirely different app that takes up even more storage just to message someone if i could give 25 of a star i would,1
"Baler Facebook community. Stupid,rubbish Why I can't change my facebook password 😡",0,baler facebook community stupidrubbish why i cant change my facebook password,1
"Ever since the update, when I watch a shared or reposted reel, I can still see the reaction button, comment, share, and even the owner or the ones that posted. When scrolling down to see more reels, there's nothing but just the video. No more buttons and even the ones who posted can't be seen. I can no longer react or even share it. Do better",0,ever since the update when i watch a shared or reposted reel i can still see the reaction button comment share and even the owner or the ones that posted when scrolling down to see more reels theres nothing but just the video no more buttons and even the ones who posted cant be seen i can no longer react or even share it do better,1
Good app,0,good app,1
all bakwaas ok,0,all bakwaas ok,1
It is giii,0,it is giii,1
Discusting app,0,discusting app,1
Sonurout,0,sonurout,1
"Facebook falsely accused my account of child endangerment and deactivated it while blocking me from reactivation or making a new one. I have contacted lawyers about possible legal action against them for fraud, slander, defamation-of-character, and other possible recourse.",0,facebook falsely accused my account of child endangerment and deactivated it while blocking me from reactivation or making a new one i have contacted lawyers about possible legal action against them for fraud slander defamationofcharacter and other possible recourse,1
Pappukamur,0,pappukamur,1
Cool,0,cool,1
Why is my Facebook not showing my massages,0,why is my facebook not showing my massages,1
"I DO NOT WANT THE ""SIMPLIFIED LOOK"" GIVE ME BACK MY COVER PHOTO! 🤬 After every 3-4 friends post DOESN'T need a sponsored ad, it's exhausting! Remove the AI search box or make it optional! It frequently provides incorrect information!!",0,i do not want the simplified look give me back my cover photo after every 34 friends post doesnt need a sponsored ad its exhausting remove the ai search box or make it optional it frequently provides incorrect information,1
من اجل الاقصي,0,من اجل الاقصي,1
Horrible apps from Meta!!!,0,horrible apps from meta,1
ဟူိ လလ,0,ဟ လလ,1
it sucks,0,it sucks,1
I've had it since 2005. it's gotten worse every single year. now it's a misinformation machine that sucks all of your free time away and replaces it with tailored advertisements. it's got memes tho.,0,ive had it since 2005 its gotten worse every single year now its a misinformation machine that sucks all of your free time away and replaces it with tailored advertisements its got memes tho,1
I don't need this. Only fb lite thanks.,0,i dont need this only fb lite thanks,1
Account killers,0,account killers,1
that's me yes Adriana Vargas ID profile Facebook..,0,thats me yes adriana vargas id profile facebook,1
Due to some reasons my facebook account has been disabled. I have made a request to enable it to their mail id but they didn't bother to check my email. All my contacts are lost.. Don't know what to do. Worst customer service. Also didn't get any response from their side.,0,due to some reasons my facebook account has been disabled i have made a request to enable it to their mail id but they didnt bother to check my email all my contacts are lost dont know what to do worst customer service also didnt get any response from their side,1
Am having problems with my password and numbers.,0,am having problems with my password and numbers,1
Events have been removed,0,events have been removed,1
Everything going wrong,0,everything going wrong,1
good 👍,0,good,1
ကောင်ပါတယ်,0,ကငပတယ,1
দ্যদল্ডকরবেরলে,0,দযদলডকরবরল,1
stupid application and no privacy,0,stupid application and no privacy,1
RAJJAB ALI,0,rajjab ali,1
the rate of which Facebook policy is increasing is making the app to be the worst app,0,the rate of which facebook policy is increasing is making the app to be the worst app,1
"it's monitored by AI that is inefficient and unable to understand nuance in writing, or humor, it's too controlled and reporting too much data to advertisers as well as giving access to too many people who might harm us. it's not safe for many people. and yet scammers are able to thrive.",0,its monitored by ai that is inefficient and unable to understand nuance in writing or humor its too controlled and reporting too much data to advertisers as well as giving access to too many people who might harm us its not safe for many people and yet scammers are able to thrive,1
Surajkumar,0,surajkumar,1
You guys won't remove stuff that spreads hate towards the LGBTQ community! You guys helped create a society where we have a convicted felon as the president elect! You guys need better moderators to purge all the MAGA from your social media platform! Please stop letting people spread hate and lies!!!,0,you guys wont remove stuff that spreads hate towards the lgbtq community you guys helped create a society where we have a convicted felon as the president elect you guys need better moderators to purge all the maga from your social media platform please stop letting people spread hate and lies,1
Is pa both Ganda Ganda videos aata hai,0,is pa both ganda ganda videos aata hai,1
Facebook Dating is not honoring distance preferences and shows people over 150 miles away... Dumb.,0,facebook dating is not honoring distance preferences and shows people over 150 miles away dumb,1
Awful too many adverts..how can you block them..,0,awful too many advertshow can you block them,1
Recording biofeedback,0,recording biofeedback,1
"I made a memorial post for my husband, posted on both of our accounts and Facebook will not let anybody see them. I can see them from my account and no one else's. I've checked. People want to know what happened to him and I'm the only one that really knows. I hope you're entire corporation burns.",0,i made a memorial post for my husband posted on both of our accounts and facebook will not let anybody see them i can see them from my account and no one elses ive checked people want to know what happened to him and im the only one that really knows i hope youre entire corporation burns,1
I've just created my last account on here back in March of this yr from terminated my old account My fiancee is unhappy because you've suspended me through Instagram and I have to do a face recognition on it to prove its actually me. Somehow you n the company has a discrimination grudge against me. What did I ever do to y'all? I've followed every single policy there is. PLEASE FIX YOUR META AL AND FIX YOUR WHOLE ENTIRE POLICY AGREEMENT ABOUT DISCRIMINATION AGAINST OTHER PEOPLE!,0,ive just created my last account on here back in march of this yr from terminated my old account my fiancee is unhappy because youve suspended me through instagram and i have to do a face recognition on it to prove its actually me somehow you n the company has a discrimination grudge against me what did i ever do to yall ive followed every single policy there is please fix your meta al and fix your whole entire policy agreement about discrimination against other people,1
It full of people who want your money I paid someone £315.00 there said there will give me my money back on the 8.11.2024 but when I massage person back on the 8.11.2024 I got blocked from Facebook for 180 days get mean I won't get my money back all because Facebook like people who scam people more,0,it full of people who want your money i paid someone 31500 there said there will give me my money back on the 8112024 but when i massage person back on the 8112024 i got blocked from facebook for 180 days get mean i wont get my money back all because facebook like people who scam people more,1
No value to me at all.,0,no value to me at all,1
"Makes it impossible to delete account. Disgusting. Liberal, (lazy) service.",0,makes it impossible to delete account disgusting liberal lazy service,1
"Please update on this, there's someone stealing our identity and make an account then they make it for scam. Can you please banned those accounts who is not real, verify on this problem!",0,please update on this theres someone stealing our identity and make an account then they make it for scam can you please banned those accounts who is not real verify on this problem,1
The app is slow now I don't no why the message everything,0,the app is slow now i dont no why the message everything,1
Mobile app no longer has events section. I reported the problem and no response from FB.,0,mobile app no longer has events section i reported the problem and no response from fb,1
Cannot edit my birthday 🙂,0,cannot edit my birthday,1
"Facebook is developing from good to worst. Sometimes, when you log out from your account, login is very difficult. It says error then refresh. 😂😂😂",0,facebook is developing from good to worst sometimes when you log out from your account login is very difficult it says error then refresh,1
"One of the worst apps around. It's so great watching a video and then it disappears, never to be seen again. Joke of a company",0,one of the worst apps around its so great watching a video and then it disappears never to be seen again joke of a company,1
not bad,0,not bad,1
FB used to be good but can't be trusted. 🍋👎,0,fb used to be good but cant be trusted,1
unfair app Mark Zuckerber,0,unfair app mark zuckerber,1
Homepage algorithm sucks,0,homepage algorithm sucks,1
Hamzakhan,0,hamzakhan,1
nice,0,nice,1
Facebook on Android is a disaster and full of errors,0,facebook on android is a disaster and full of errors,1
"There is no way to get into contact with customer support on this app even when you've spent money on it. When your account has been hacked, Facebook and Meta is unreliable when trying to get your account back. Absolutely ridiculous!",0,there is no way to get into contact with customer support on this app even when youve spent money on it when your account has been hacked facebook and meta is unreliable when trying to get your account back absolutely ridiculous,1
"I am very disappointed humanity made this. I think this truly is our biggest collective sin letting that happen. We deserve all the bad things that are going on right now, it's a payment for birthing this antichrist. If I was faced with a choice, travel back in time and prevent either Hit#er or Zuc##rberg from being born I am telling you I would not choose Hit#er. Even though I love Jews and i am not even a religious person... I wish you to never face how bad, outdated and greedy this app is.❤️❤",0,i am very disappointed humanity made this i think this truly is our biggest collective sin letting that happen we deserve all the bad things that are going on right now its a payment for birthing this antichrist if i was faced with a choice travel back in time and prevent either hiter or zucrberg from being born i am telling you i would not choose hiter even though i love jews and i am not even a religious person i wish you to never face how bad outdated and greedy this app is,1
Why it's not working?,0,why its not working,1
My opinion: prepare to be subjugated to communism,0,my opinion prepare to be subjugated to communism,1
Too many people using it just for stupid announcements.,0,too many people using it just for stupid announcements,1
Why videos are not showing in the way they were shown before? Now reels and videos come in same segment. That is annoying. While watching videos reels comes between them and even reels are showing way more than videos. Bring the old layout where when you opened video you saw only videos not reels,0,why videos are not showing in the way they were shown before now reels and videos come in same segment that is annoying while watching videos reels comes between them and even reels are showing way more than videos bring the old layout where when you opened video you saw only videos not reels,1
"I loved saving reels to look at later. But within the last 2 days, ever tell that I save and go back to play is not the reel I saved. What update happened the mess this up? Why I can't I view the reels I saved and instead are being shown a completely different reel?",0,i loved saving reels to look at later but within the last 2 days ever tell that i save and go back to play is not the reel i saved what update happened the mess this up why i cant i view the reels i saved and instead are being shown a completely different reel,1
Russian disinformation platform.,0,russian disinformation platform,1
সাউয়ার অ্যাপ বানাছে। এর কর্মরত সবগুলা আবাল।,0,সউয ় র অযপ বনছ এর করমরত সবগল আবল,1
Ghatiya app 🤬,0,ghatiya app,1
Qhy every time i find that my rate is deleted,0,qhy every time i find that my rate is deleted,1
Keep crashing since last update,0,keep crashing since last update,1
"😡😡ফালতু App, এতদিন ধরে ব্যবহার করলাম না একটা boyfriend পাইলাম না জামাই। 😡মানুষ এর নাটক দেখি শুধু",0,ফলত app এতদন ধর বযবহর করলম ন একট boyfriend পইলম ন জমই মনষ এর নটক দখ শধ,1
ashish,0,ashish,1
ADS EVERYWHERE,0,ads everywhere,1
"They suspended my account and asked to check my email to upload some documents and get verified,but didn't send me email everytime I open Facebook app and they said we've sent you email to verify your account but there is nothing on my email I'm really frustrated If they can fix my issue I would be very thankful",0,they suspended my account and asked to check my email to upload some documents and get verifiedbut didnt send me email everytime i open facebook app and they said weve sent you email to verify your account but there is nothing on my email im really frustrated if they can fix my issue i would be very thankful,1
"I have been a Facebook user for decades. I never had an issue until four years ago when I was hacked. Since then, I have lost one or more of my META accounts once a year starting with my Gmail and Facebook accounts. Then Twitter (though X has been good) then Instagram. Now it's seems to be starting all over again! I can not gain access to my Facebook home page but rather am continually being diverted to my DEAD Son's page. He passed away only a few months ago. CAN YOU IMAGINE HOW THAT FEELS?",0,i have been a facebook user for decades i never had an issue until four years ago when i was hacked since then i have lost one or more of my meta accounts once a year starting with my gmail and facebook accounts then twitter though x has been good then instagram now its seems to be starting all over again i can not gain access to my facebook home page but rather am continually being diverted to my dead sons page he passed away only a few months ago can you imagine how that feels,1
Not very good Many problem Smoothing Can't upload reels,0,not very good many problem smoothing cant upload reels,1
Settings should be set as per users settings.,0,settings should be set as per users settings,1
Took all my friends away. Like symbols are now a small dot in corner of page and won't open. Very disappointed,0,took all my friends away like symbols are now a small dot in corner of page and wont open very disappointed,1
I'm sick of social media,0,im sick of social media,1
।। ଜୟ ମାଁ ଭାରତୀ ।। 🙏🏼 🙏🏼 🙏🏼,0,ଜୟ ମ ଭରତ,1
Good,0,good,1
its none of their business,0,its none of their business,1
",a dapou , and c are, and আand c and and ambition and",0,a dapou and c are and আand c and and ambition and,1
uncomfortable to the humanaty .,0,uncomfortable to the humanaty,1
"can't be real, can it?",0,cant be real can it,1
Raneka Adhikary,0,raneka adhikary,1
Waste of time,0,waste of time,1
IT'S MALFUNCTIONING,0,its malfunctioning,1
don’t dowland this It's harmful for body and makes you addicted to phone all girls are cheater in this app Don't download thiss,0,dont dowland this its harmful for body and makes you addicted to phone all girls are cheater in this app dont download thiss,1
Pls fix bug and don't remove useful feature every time your update this app,0,pls fix bug and dont remove useful feature every time your update this app,1
"Useless aps, I directly uninstaled this aps",0,useless aps i directly uninstaled this aps,1
Terrible censorship and fake fact checks and advisory. Bad actor when it comes to section 230. Hopefully they get their well deserved and long overdue platform pulled out of protections.,0,terrible censorship and fake fact checks and advisory bad actor when it comes to section 230 hopefully they get their well deserved and long overdue platform pulled out of protections,1
To see pots,0,to see pots,1
In India facebook totly slave bjp and RSS I have proof BJO gaves Million of doller for sponserd,0,in india facebook totly slave bjp and rss i have proof bjo gaves million of doller for sponserd,1
Meta and FB have terrible liberal rules!,0,meta and fb have terrible liberal rules,1
Dear FB....I am quiting FB.... because so much unrelevant and irritating content is forced everytime to my timeline...,0,dear fbi am quiting fb because so much unrelevant and irritating content is forced everytime to my timeline,1
too many advertisements,0,too many advertisements,1
"""প্রিয় ফেসবুক, যখন তোমাকে প্রথম ব্যবহার শুরু করেছিলাম, সবকিছু এত সহজ, মজার আর দ্রুত ছিল। কিন্তু সময়ের সাথে তুমি যেন পুরানো আমলের যন্ত্রপাতির মতো ভারী আর ধীর হয়ে গেছো। নোটিফিকেশন আসছে, কিন্তু কাজের কিছু পাচ্ছি না। অনেক বিজ্ঞাপন, কম কনটেন্ট—তুমি কি মনে করছো? একবার একটু ভাবো! ব্যবহারকারীদের জন্য আরও ভালো অভিজ্ঞতা এনে দাও, আমরা অপেক্ষায় আছি!""🙂🙂",0,পরয ফসবক যখন তমক পরথম বযবহর শর করছলম সবকছ এত সহজ মজর আর দরত ছল কনত সমযর সথ তম যন পরন আমলর যনতরপতর মত ভর আর ধর হয গছ নটফকশন আসছ কনত কজর কছ পচছ ন অনক বজঞপন কম কনটনটতম ক মন করছ একবর একট ভব বযবহরকরদর জনয আরও ভল অভজঞত এন দও আমর অপকষয আছ,1
nice,0,nice,1
"I'm really tired of Facebook giving me a notification about some interesting post, but after tapping on it, it would just open the group page instead of that particular post. This is so irritating and it's been like that for years now. Facebook software developers pay top dollar and we get this. Pathetic...",0,im really tired of facebook giving me a notification about some interesting post but after tapping on it it would just open the group page instead of that particular post this is so irritating and its been like that for years now facebook software developers pay top dollar and we get this pathetic,1
muhibu manyela,0,muhibu manyela,1
"Just want to say, you safely about this app still low, so low. I have 1 account and still another person can use my account, 1 week I work for it to get my account and U all don't See wrong about that .",0,just want to say you safely about this app still low so low i have 1 account and still another person can use my account 1 week i work for it to get my account and u all dont see wrong about that,1
I think facebook should be banned. When i try to create a facebook account. After some time it demand my id proof like aadhar card or pand card or any identity photo. I know that facebook will share this information to someone else. So I don't give any identity proof. But i give my mobile number and email address. There are a lot of fake accounts. But facebook don't take any action against them. But facebook close my real account because i didn't share my any documents with them. 0 star deserve.,0,i think facebook should be banned when i try to create a facebook account after some time it demand my id proof like aadhar card or pand card or any identity photo i know that facebook will share this information to someone else so i dont give any identity proof but i give my mobile number and email address there are a lot of fake accounts but facebook dont take any action against them but facebook close my real account because i didnt share my any documents with them 0 star deserve,1
"Facebook is infested with scammers and no real way to report or make any kind of impact against them, as Facebook ""reviews"" then notify that there is no wrongdoing or do not violate community standards. Time to delete Facebook and use any other social media app.",0,facebook is infested with scammers and no real way to report or make any kind of impact against them as facebook reviews then notify that there is no wrongdoing or do not violate community standards time to delete facebook and use any other social media app,1
Force Updates. Illegally,0,force updates illegally,1
For 3 days in a row I've sent a problem report about being blocked after liking a post. It's on anything i like or heart so it's not a certain site. I have not received any explanation and no one has fixed the problem or made an attempt to help me fix the problem. Truly unhappy with the lack of support.,0,for 3 days in a row ive sent a problem report about being blocked after liking a post its on anything i like or heart so its not a certain site i have not received any explanation and no one has fixed the problem or made an attempt to help me fix the problem truly unhappy with the lack of support,1
"As usual, the censorship is disgusting. But also, whenever there's an update, there isn't a ""What's New"" summary describing what the update is about. That's not good. What is this update about?",0,as usual the censorship is disgusting but also whenever theres an update there isnt a whats new summary describing what the update is about thats not good what is this update about,1
Robikulslam,0,robikulslam,1
censoring everything 2 stars,0,censoring everything 2 stars,1
"There are too many ads. If people don't want to see posts from people, they should be blocked, not the person who posted.",0,there are too many ads if people dont want to see posts from people they should be blocked not the person who posted,1
get out,0,get out,1
nice❤️,0,nice,1
Ok ok,0,ok ok,1
82925 54145 indrjeet kumar,0,82925 54145 indrjeet kumar,1
Everytime it goes up and navigate again. please fix,0,everytime it goes up and navigate again please fix,1
My page haven't any Monetisation restrictions and I still unable to upload stories and videos etc but my page showing green in Monetization section please check this glitch and solve the problem,0,my page havent any monetisation restrictions and i still unable to upload stories and videos etc but my page showing green in monetization section please check this glitch and solve the problem,1
looiooLWolll,0,looioolwolll,1
For the appeal I couldn't entry my account,0,for the appeal i couldnt entry my account,1
"Sometimes works, sometimes doesn't. Main problem is the amount of ads. Ads in stories, feeds, marketplace, hell there's ads inside of ads now too. The more ads, the more vulnerable they make the app.",0,sometimes works sometimes doesnt main problem is the amount of ads ads in stories feeds marketplace hell theres ads inside of ads now too the more ads the more vulnerable they make the app,1
Anil pal,0,anil pal,1
i can't view other memories,0,i cant view other memories,1
You're already making tons of money why the hell you need to add videos to fb feeds. Doesn't this look pathetic. We've using your service for so long and you just show us that money is bigger than people. FYI without users there's no Facebook. Be loyal to who (users) grew you.,0,youre already making tons of money why the hell you need to add videos to fb feeds doesnt this look pathetic weve using your service for so long and you just show us that money is bigger than people fyi without users theres no facebook be loyal to who users grew you,1
Don't use facebook,0,dont use facebook,1
I'm unable to post or share anything in groups without violating any rules I'm unable to do live 😞😭 Plz solve this issue,0,im unable to post or share anything in groups without violating any rules im unable to do live plz solve this issue,1
Makes it to easy for people with mental health issues to be insecure. Drives me insane.,0,makes it to easy for people with mental health issues to be insecure drives me insane,1
Too many hackers always stealing pages.,0,too many hackers always stealing pages,1
Gret,0,gret,1
good 🥰,0,good,1
Nice,0,nice,1
Cav Baja app,0,cav baja app,1
My events page has been gone for months. I keep reporting it and nothing has happened I need this fix!,0,my events page has been gone for months i keep reporting it and nothing has happened i need this fix,1
There are so many ads. Your feed gets so covered that you never really get to see the stuff you're following. You are far better off just going to delete it.,0,there are so many ads your feed gets so covered that you never really get to see the stuff youre following you are far better off just going to delete it,1
"Can't wait till the leopards eat these particular faces. Zuck, your agenda doesn't matter if they seize assets like a dictatorship does. Your money us theirs.",0,cant wait till the leopards eat these particular faces zuck your agenda doesnt matter if they seize assets like a dictatorship does your money us theirs,1
nice work this is to good 👍,0,nice work this is to good,1
starting to suck with all the issues ita having. i oractically have to redownload it once a week these days. may have to find myswlf a new source for social media. 11/08/2024 Had to do it again.,0,starting to suck with all the issues ita having i oractically have to redownload it once a week these days may have to find myswlf a new source for social media 11082024 had to do it again,1
Facebook very slow always show old video and pictures,0,facebook very slow always show old video and pictures,1
"Suppressing freedom of speech, interference in election using algorithm, bias fackt checking, I can go on, but you already know it. we know what Zuk did.",0,suppressing freedom of speech interference in election using algorithm bias fackt checking i can go on but you already know it we know what zuk did,1
Someone stole my acc and now I can't log in. Help!,0,someone stole my acc and now i cant log in help,1
Please don't use AI posts forget this feature with internet attack my body because there are sensors in my body blood SURE ...put them in my food Please back to normal with normal new feature until all people with police 🚓 fix this issue! Not only drugs the reason I don't like it but bad people also users using your app.. internet with us!,0,please dont use ai posts forget this feature with internet attack my body because there are sensors in my body blood sure put them in my food please back to normal with normal new feature until all people with police fix this issue not only drugs the reason i dont like it but bad people also users using your app internet with us,1
THANK YOU FACEBOOK TEAMS...❤️🌍 . Facebook I'd : FARUK GHAZI Instagram id : umar.farooq_5,0,thank you facebook teams facebook id faruk ghazi instagram id umarfarooq_5,1
"I bought a new tracphone. I installed FB & it showed the phone # belonged to someone else & FB accused me of fraud. I asked FB to delete the other user since this phone # didn't belong the lady anymore. FB did nothing to help fix the situation Therefore, I can't get on FB.",0,i bought a new tracphone i installed fb it showed the phone belonged to someone else fb accused me of fraud i asked fb to delete the other user since this phone didnt belong the lady anymore fb did nothing to help fix the situation therefore i cant get on fb,1
Lots of glitches and bugs,0,lots of glitches and bugs,1
The censorship on this app is insane.,0,the censorship on this app is insane,1
"My account is banned due to some reason, and cant make an appeal because I cant receive a confirmation code on my email... Ahh so frustrating, i used facebook to link with many app and games.",0,my account is banned due to some reason and cant make an appeal because i cant receive a confirmation code on my email ahh so frustrating i used facebook to link with many app and games,1
"Facebook is okay with Racism, Hate Crime (unsavory and violent Posts about certian ethnic groups), Calls to start a genocide (unremoved posts of individuals asking others to terminate other ethnic groups in our country), and Prostitution (through Adult ads selling sexual encounters). Now facebook is okay with plagiarize contents. Wow facebook wow!!!",0,facebook is okay with racism hate crime unsavory and violent posts about certian ethnic groups calls to start a genocide unremoved posts of individuals asking others to terminate other ethnic groups in our country and prostitution through adult ads selling sexual encounters now facebook is okay with plagiarize contents wow facebook wow,1
"aasß3,,,,",0,aasß3,1
This is the best app 😊,0,this is the best app,1
All option is so much difficult. Not easy to find out all option.,0,all option is so much difficult not easy to find out all option,1
not bad for time pass,0,not bad for time pass,1
I can't go to my messages,0,i cant go to my messages,1
Created a new account and all of a sudden my account is blocked. Like how? I cannot access Facebook during daytime unless midnight. Why?,0,created a new account and all of a sudden my account is blocked like how i cannot access facebook during daytime unless midnight why,1
Like,0,like,1
"fb Pages not create more,",0,fb pages not create more,1
to many adds,0,to many adds,1
Not a good app,0,not a good app,1
Aaj pagla diya fb,0,aaj pagla diya fb,1
Nice,0,nice,1
Stoped many times,0,stoped many times,1
Time waste this app,0,time waste this app,1
Vreey nice,0,vreey nice,1
Vipinkumar ViPiNKUMAR,0,vipinkumar vipinkumar,1
I do not have a phone. I need to earn it while I work it up.,0,i do not have a phone i need to earn it while i work it up,1
Not best content ke liye,0,not best content ke liye,1
World's population is minimum 8.2 billion and how it is possible that Facebook Downloader is 10 billion,0,worlds population is minimum 82 billion and how it is possible that facebook downloader is 10 billion,1
Nice,0,nice,1
Password not changing so much easu,0,password not changing so much easu,1
This is good,0,this is good,1
racist,0,racist,1
like it,0,like it,1
Www Yunus,0,www yunus,1
I had a problem when i go to change my fb password please fix it,0,i had a problem when i go to change my fb password please fix it,1
Sihykarah Zee,0,sihykarah zee,1
A.it bs,0,ait bs,1
leave me alone,0,leave me alone,1
এ্যাপটি এখন আমাকে যথেষ্ট প্যারা দিচ্ছে আগের মত কাজ হচ্ছেনা।,0,এযপট এখন আমক যথষট পযর দচছ আগর মত কজ হচছন,1
Video section completely gone worst experience ever clicks on video tab shows reels 👎🏻👎🏻👎🏻,0,video section completely gone worst experience ever clicks on video tab shows reels,1
ppl jus lerk n watch no type of entertainment kinda like myspace nowadays 🤷🏽,0,ppl jus lerk n watch no type of entertainment kinda like myspace nowadays,1
"I tried creating a new account and it just got permanently disabled. What did I do wrong? It can't be beecause I posted something controversial since I JUST CREATED THE ACCOUNT. Not getting any answers from Facebook since they just tell me I ""violated"" their terms of service and won't allow me to contact them or appeal further.",0,i tried creating a new account and it just got permanently disabled what did i do wrong it cant be beecause i posted something controversial since i just created the account not getting any answers from facebook since they just tell me i violated their terms of service and wont allow me to contact them or appeal further,1
Ad bahut aate Hain iske,0,ad bahut aate hain iske,1
nice,0,nice,1
"recently facing this problem of lagging while using the app and i wouldn't say it too often though but sometimes had to encounter freezing screen while in the app...... it used to be so nice and it's still indeed marvelous with the new features and add ups but aside from this, the inconveniences brought is a concern to us users.",0,recently facing this problem of lagging while using the app and i wouldnt say it too often though but sometimes had to encounter freezing screen while in the app it used to be so nice and its still indeed marvelous with the new features and add ups but aside from this the inconveniences brought is a concern to us users,1
Md.shajalal,0,mdshajalal,1
I love and miss you Donna! My sister always,0,i love and miss you donna my sister always,1
